561 max = 643.7000000000068, mean = 221.21000000000086
562 max = 427.80000000000507, mean = 121.56333333333308
563 max = 743.500000000011, mean = 142.22333333333364
564 max = 584.3000000000092, mean = 124.00500000000008
565 max = 200.29999999999873, mean = 52.37999999999983
566 max = 148.79999999999993, mean = 21.470000000000002
567 max = 153.59999999999897, mean = 17.20999999999999
568 max = 261.39999999999793, mean = 30.939999999999934
569 max = 460.8000000000068, mean = 86.93333333333335
570 max = 370.7999999999994, mean = 63.794999999999796
571 max = 546.8000000000087, mean = 115.32999999999997
572 max = 436.10000000000684, mean = 85.49000000000002
573 max = 682.500000000017, mean = 87.5733333333337
574 max = 683.2000000000152, mean = 183.52500000000083
575 max = 657.1000000000134, mean = 181.171666666667
576 max = 975.1000000000181, mean = 192.13666666666734
577 max = 695.100000000015, mean = 163.86500000000066
578 max = 425.00000000000523, mean = 86.57999999999988
579 max = 486.50000000000966, mean = 130.38499999999988
580 max = 529.4000000000086, mean = 136.64666666666673
581 max = 348.2000000000012, mean = 76.3166666666665
582 max = 157.1999999999997, mean = 9.38166666666666
583 max = 234.19999999999834, mean = 28.94999999999995
584 max = 245.49999999999812, mean = 58.29166666666648
585 max = 372.6000000000022, mean = 75.84166666666661
586 max = 362.2000000000027, mean = 98.14166666666641
587 max = 562.6000000000097, mean = 128.12166666666675
588 max = 499.30000000000507, mean = 151.12499999999972
589 max = 611.0000000000109, mean = 150.5716666666668
590 max = 567.9000000000085, mean = 131.99833333333328
591 max = 242.19999999999808, mean = 58.506666666666526
592 max = 236.89999999999839, mean = 68.7599999999998
593 max = 314.70000000000044, mean = 61.958333333333215
594 max = 181.69999999999888, mean = 43.34833333333331
595 max = 243.19999999999789, mean = 44.164999999999935
596 max = 287.2, mean = 68.82666666666655
597 max = 372.5000000000038, mean = 77.51166666666654
598 max = 552.100000000011, mean = 95.58499999999994
599 max = 364.30000000000257, mean = 96.13666666666651
600 max = 420.50000000000534, mean = 123.20666666666654
601 max = 489.70000000000385, mean = 126.94166666666648
602 max = 1119.0000000000139, mean = 169.81500000000034
603 max = 337.30000000000166, mean = 107.40333333333307
604 max = 372.90000000000015, mean = 102.34333333333304
605 max = 501.1000000000045, mean = 136.84499999999983
606 max = 376.00000000000216, mean = 125.20999999999977
607 max = 420.6000000000031, mean = 152.4916666666667
608 max = 1438.8999999999717, mean = 207.69000000000003
609 max = 713.1000000000138, mean = 220.2716666666679
610 max = 935.2000000000228, mean = 201.3166666666676
611 max = 938.5000000000227, mean = 204.2050000000012
612 max = 473.3000000000054, mean = 164.42333333333332
613 max = 782.0000000000155, mean = 140.82666666666665
614 max = 700.8000000000116, mean = 199.44666666666723
615 max = 506.1000000000072, mean = 119.15333333333346
616 max = 918.7000000000154, mean = 189.53666666666766
617 max = 891.4000000000142, mean = 196.0550000000009
618 max = 486.10000000000423, mean = 155.05666666666673
619 max = 655.400000000011, mean = 173.4183333333338
620 max = 553.0000000000063, mean = 186.0233333333337
621 max = 547.7000000000116, mean = 121.28000000000033
622 max = 484.90000000000776, mean = 60.24666666666679
623 max = 888.6000000000217, mean = 203.56666666666794
624 max = 1033.5000000000275, mean = 188.99000000000063
625 max = 967.6000000000217, mean = 278.18666666666894
626 max = 827.6000000000224, mean = 263.3550000000017
627 max = 983.5000000000203, mean = 244.0050000000021
628 max = 517.200000000005, mean = 163.8866666666668
629 max = 1111.1000000000054, mean = 173.2333333333334
630 max = 802.2000000000169, mean = 139.63000000000036
631 max = 646.9000000000107, mean = 139.5883333333337
632 max = 586.6000000000096, mean = 150.83333333333323
